# T3 paper diagnostic metrics — all per-run scalars from summary_T*.csv (read, not recomputed)
# Source: webwalkerqa/run/run_main_table.py compute_qpd / compute_itc / compute_atc
# QPD = Query Pairwise Diversity: mean Jaccard distance over all pairs of turn-1 queries across the k threads (per question, then averaged over questions)
# ITC = Inter-Turn Coherence: per thread, mean Jaccard similarity of turn-1 query vs each later turn's query; averaged over threads then questions
# ATC = Across-Thread Coherence (despite the name, this is a DISTANCE): per turn, mean pairwise Jaccard distance between threads' queries; averaged across turns and questions
# Sequential (k=1) writes 0.0 for all three metrics by construction (no pair to compare).
model,dataset,condition,k,seed,num_questions,QPD,ITC,ATC,source_dir
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.610304167968751,0.4211171113281249,0.6047346953125008,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_8/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.6168943769531249,0.395062556640625,0.6090301152343749,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_8/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.609144203125,0.3917641425781248,0.60149199609375,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_8/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.7473693495145629,0.4587534563106796,0.6060067864077668,poolsize_ablation/qwen3-8b/GAIA/pool_16/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7559798640776698,0.4218083495145628,0.6080439611650483,poolsize_ablation/qwen3-8b/GAIA/pool_16/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7506954466019419,0.4318976213592233,0.6039635631067959,poolsize_ablation/qwen3-8b/GAIA/pool_16/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.7420796116504855,0.4252303786407766,0.5895906504854368,poolsize_ablation/qwen3-8b/GAIA/pool_32/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7456676893203884,0.4456457378640777,0.5861980970873786,poolsize_ablation/qwen3-8b/GAIA/pool_32/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7435388640776696,0.4281361941747574,0.6020817864077669,poolsize_ablation/qwen3-8b/GAIA/pool_32/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.6339726116504854,0.5107813689320388,0.5353746116504856,poolsize_ablation/qwen3-8b/GAIA/pool_4/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.6238275048543691,0.4933498932038836,0.5458897281553396,poolsize_ablation/qwen3-8b/GAIA/pool_4/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.6263656213592231,0.492546213592233,0.5473351650485436,poolsize_ablation/qwen3-8b/GAIA/pool_4/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.7141026310679611,0.4714707087378641,0.5239026213592235,poolsize_ablation/qwen3-8b/GAIA/pool_8/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7133702524271843,0.472351339805825,0.591430378640777,poolsize_ablation/qwen3-8b/GAIA/pool_8/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7091799514563105,0.4623820485436893,0.5920283203883495,poolsize_ablation/qwen3-8b/GAIA/pool_8/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7442460117187494,0.187914134765625,0.733304142578124,poolsize_ablation/qwen3-8b/hotpotqa/pool_16/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7484394042968743,0.192698638671875,0.7356648749999997,poolsize_ablation/qwen3-8b/hotpotqa/pool_16/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.7502320019531253,0.257329296875,0.7214529902343753,poolsize_ablation/qwen3-8b/hotpotqa/pool_16/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7440341386718744,0.29749127734375,0.7051001953124999,poolsize_ablation/qwen3-8b/hotpotqa/pool_32/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7458966738281247,0.179162626953125,0.7352297187499994,poolsize_ablation/qwen3-8b/hotpotqa/pool_32/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.7475274296874996,0.1988700839843749,0.7359447519531244,poolsize_ablation/qwen3-8b/hotpotqa/pool_32/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.6539300234374996,0.2049393769531249,0.64669456640625,poolsize_ablation/qwen3-8b/hotpotqa/pool_4/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.656394263671875,0.187659970703125,0.6491439023437505,poolsize_ablation/qwen3-8b/hotpotqa/pool_4/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.6550554179687499,0.2583206484375002,0.6394095761718752,poolsize_ablation/qwen3-8b/hotpotqa/pool_4/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7152849316406257,0.1790943417968749,0.7046546875000003,poolsize_ablation/qwen3-8b/hotpotqa/pool_8/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7127700390625008,0.1962820410156248,0.7042755664062506,poolsize_ablation/qwen3-8b/hotpotqa/pool_8/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.71888376953125,0.2157122363281249,0.7049338925781246,poolsize_ablation/qwen3-8b/hotpotqa/pool_8/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5290849611650488,0.5769281165048543,0.4924346699029127,oversample_ablation/qwen3-1.7b/GAIA/os_1/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.544786631067961,0.6261598834951455,0.5070673300970874,oversample_ablation/qwen3-1.7b/GAIA/os_1/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.5453207961165049,0.6185494854368933,0.5165299223300969,oversample_ablation/qwen3-1.7b/GAIA/os_1/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5339648834951455,0.3931072524271844,0.5508269611650486,oversample_ablation/qwen3-1.7b/GAIA/os_2/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.5520408446601943,0.3645903203883497,0.56966286407767,oversample_ablation/qwen3-1.7b/GAIA/os_2/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.5360883689320389,0.3738870776699028,0.559191631067961,oversample_ablation/qwen3-1.7b/GAIA/os_2/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5519030291262137,0.3565995825242717,0.5616319611650484,oversample_ablation/qwen3-1.7b/GAIA/os_3/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.5360912038834951,0.3593871941747573,0.5654370582524273,oversample_ablation/qwen3-1.7b/GAIA/os_3/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.5375893495145634,0.3587992330097088,0.5571626019417476,oversample_ablation/qwen3-1.7b/GAIA/os_3/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5481004271844662,0.3818416213592234,0.5605900485436893,oversample_ablation/qwen3-1.7b/GAIA/os_4/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.5505786699029126,0.3670831941747571,0.5662473300970873,oversample_ablation/qwen3-1.7b/GAIA/os_4/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.5415370873786408,0.3444091844660195,0.5594098446601942,oversample_ablation/qwen3-1.7b/GAIA/os_4/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5430106699029126,0.3658821747572816,0.5596910485436892,oversample_ablation/qwen3-1.7b/GAIA/os_5/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.5604039514563108,0.3454947864077669,0.581764067961165,oversample_ablation/qwen3-1.7b/GAIA/os_5/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.5448700970873787,0.3512323300970874,0.5643342038834953,oversample_ablation/qwen3-1.7b/GAIA/os_5/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5299004466019419,0.3505157184466018,0.5507562912621362,oversample_ablation/qwen3-1.7b/GAIA/os_6/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.5340420194174755,0.3448302135922332,0.5568127669902914,oversample_ablation/qwen3-1.7b/GAIA/os_6/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.563811873786408,0.354758291262136,0.5745350679611652,oversample_ablation/qwen3-1.7b/GAIA/os_6/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5288224368932042,0.3483201650485436,0.5540914951456309,oversample_ablation/qwen3-1.7b/GAIA/os_7/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.5639482427184466,0.3272957378640777,0.583287281553398,oversample_ablation/qwen3-1.7b/GAIA/os_7/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.541941,0.3585891844660195,0.564626291262136,oversample_ablation/qwen3-1.7b/GAIA/os_7/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5440023883495144,0.3378021941747572,0.5619412038834952,oversample_ablation/qwen3-1.7b/GAIA/os_8/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.5431309611650487,0.3589454660194175,0.5614615922330098,oversample_ablation/qwen3-1.7b/GAIA/os_8/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.5435636796116504,0.3617521747572814,0.5569277184466019,oversample_ablation/qwen3-1.7b/GAIA/os_8/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.6173424785156246,0.4099599804687499,0.6087844648437497,oversample_ablation/qwen3-1.7b/hotpotqa/os_1/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.61436823828125,0.4180568496093748,0.6067539570312497,oversample_ablation/qwen3-1.7b/hotpotqa/os_1/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.6156494199218748,0.4023381035156252,0.607833037109375,oversample_ablation/qwen3-1.7b/hotpotqa/os_1/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.6183361835937496,0.2098863300781251,0.6186642363281251,oversample_ablation/qwen3-1.7b/hotpotqa/os_2/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.6146320664062498,0.204747509765625,0.6151191093750001,oversample_ablation/qwen3-1.7b/hotpotqa/os_2/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.6081522050781247,0.2067547773437501,0.6083956542968745,oversample_ablation/qwen3-1.7b/hotpotqa/os_2/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.6204832343749997,0.199390037109375,0.6221817832031244,oversample_ablation/qwen3-1.7b/hotpotqa/os_3/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.6178231425781251,0.18031998046875,0.6200300507812498,oversample_ablation/qwen3-1.7b/hotpotqa/os_3/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.615726169921875,0.18731781640625,0.61721916796875,oversample_ablation/qwen3-1.7b/hotpotqa/os_3/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.6116101699218756,0.1748578359374999,0.6157131250000001,oversample_ablation/qwen3-1.7b/hotpotqa/os_4/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.6194587285156252,0.1960492519531249,0.6229064082031253,oversample_ablation/qwen3-1.7b/hotpotqa/os_4/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.6135883515624996,0.1848168710937499,0.6162401562499994,oversample_ablation/qwen3-1.7b/hotpotqa/os_4/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.6165439785156245,0.1845002871093748,0.6182632167968752,oversample_ablation/qwen3-1.7b/hotpotqa/os_5/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.6125295039062498,0.1813566992187498,0.6148571328125,oversample_ablation/qwen3-1.7b/hotpotqa/os_5/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.6183430761718745,0.1809641835937499,0.6204805097656252,oversample_ablation/qwen3-1.7b/hotpotqa/os_5/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.6189580898437497,0.188139458984375,0.6218869160156254,oversample_ablation/qwen3-1.7b/hotpotqa/os_6/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.6175101132812497,0.185151669921875,0.6218383632812495,oversample_ablation/qwen3-1.7b/hotpotqa/os_6/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.6115203847656241,0.1828733203125001,0.6161831777343744,oversample_ablation/qwen3-1.7b/hotpotqa/os_6/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.6128652148437501,0.1862082890624998,0.6163201874999996,oversample_ablation/qwen3-1.7b/hotpotqa/os_7/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.6203170820312496,0.1881585078125,0.6220760878906251,oversample_ablation/qwen3-1.7b/hotpotqa/os_7/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.6171369941406244,0.1858965488281249,0.6214291445312495,oversample_ablation/qwen3-1.7b/hotpotqa/os_7/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.6170139453124998,0.1697257265625001,0.621651806640625,oversample_ablation/qwen3-1.7b/hotpotqa/os_8/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.6130582675781255,0.184129677734375,0.6166227656250005,oversample_ablation/qwen3-1.7b/hotpotqa/os_8/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.6198429902343753,0.1801928359374999,0.6225017343749999,oversample_ablation/qwen3-1.7b/hotpotqa/os_8/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.7432626601941748,0.4216720291262134,0.5820157766990288,oversample_ablation/qwen3-8b/GAIA/os_1/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7531630873786408,0.4367141844660195,0.5948094757281553,oversample_ablation/qwen3-8b/GAIA/os_1/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7538538543689322,0.4319783300970877,0.614175485436893,oversample_ablation/qwen3-8b/GAIA/os_1/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.743966650485437,0.3051712330097087,0.6538599126213593,oversample_ablation/qwen3-8b/GAIA/os_2/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7556423786407767,0.3134101747572816,0.6599816019417476,oversample_ablation/qwen3-8b/GAIA/os_2/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7446412038834949,0.3014367184466021,0.6497711165048544,oversample_ablation/qwen3-8b/GAIA/os_2/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.7560672233009706,0.2579055242718447,0.7052966699029127,oversample_ablation/qwen3-8b/GAIA/os_3/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7440599126213596,0.2804430000000001,0.6966060970873786,oversample_ablation/qwen3-8b/GAIA/os_3/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7548034174757279,0.2685035145631067,0.7046356601941749,oversample_ablation/qwen3-8b/GAIA/os_3/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.7534789708737863,0.2520011262135921,0.7302460776699029,oversample_ablation/qwen3-8b/GAIA/os_4/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7536519708737867,0.2492582524271845,0.7337623009708732,oversample_ablation/qwen3-8b/GAIA/os_4/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7610982815533988,0.2404223883495145,0.7314103980582528,oversample_ablation/qwen3-8b/GAIA/os_4/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.7582984271844663,0.2357506990291261,0.7465376407766989,oversample_ablation/qwen3-8b/GAIA/os_5/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7568620291262136,0.2385338737864077,0.7449558252427182,oversample_ablation/qwen3-8b/GAIA/os_5/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7543400582524272,0.2404407961165048,0.7483726019417478,oversample_ablation/qwen3-8b/GAIA/os_5/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.749143699029126,0.2312899029126212,0.7431471650485438,oversample_ablation/qwen3-8b/GAIA/os_6/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.758641572815534,0.2307426796116505,0.7605458155339808,oversample_ablation/qwen3-8b/GAIA/os_6/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7401995339805826,0.2397643883495145,0.7423377378640772,oversample_ablation/qwen3-8b/GAIA/os_6/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.7511284466019423,0.2258657184466019,0.7538564951456312,oversample_ablation/qwen3-8b/GAIA/os_7/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7468986213592232,0.2391363786407767,0.7445199902912619,oversample_ablation/qwen3-8b/GAIA/os_7/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7721480679611652,0.2269191262135923,0.757125970873786,oversample_ablation/qwen3-8b/GAIA/os_7/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.7643379999999999,0.2272848155339807,0.7589770776699026,oversample_ablation/qwen3-8b/GAIA/os_8/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7529052135922328,0.230516640776699,0.7496837572815531,oversample_ablation/qwen3-8b/GAIA/os_8/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7448083398058247,0.2323086213592232,0.7436695922330097,oversample_ablation/qwen3-8b/GAIA/os_8/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7493746289062503,0.187109787109375,0.7356734472656256,oversample_ablation/qwen3-8b/hotpotqa/os_1/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7517015410156251,0.1848617265625,0.7391694414062506,oversample_ablation/qwen3-8b/hotpotqa/os_1/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.7478361582031249,0.183347369140625,0.7354485585937497,oversample_ablation/qwen3-8b/hotpotqa/os_1/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7493517929687494,0.106969216796875,0.7468118593749994,oversample_ablation/qwen3-8b/hotpotqa/os_2/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7508961484374991,0.1058271054687499,0.7491428007812492,oversample_ablation/qwen3-8b/hotpotqa/os_2/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.747841859375,0.10214693359375,0.7463698828124997,oversample_ablation/qwen3-8b/hotpotqa/os_2/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7539762285156244,0.1037771874999999,0.7515898691406243,oversample_ablation/qwen3-8b/hotpotqa/os_3/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7411477050781247,0.0993915566406249,0.7401941386718751,oversample_ablation/qwen3-8b/hotpotqa/os_3/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.7516911015624995,0.100929240234375,0.7507259472656247,oversample_ablation/qwen3-8b/hotpotqa/os_3/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7495000273437502,0.0987688359375,0.7488572656249999,oversample_ablation/qwen3-8b/hotpotqa/os_4/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7460386484374992,0.1033677578125,0.7449278613281247,oversample_ablation/qwen3-8b/hotpotqa/os_4/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.7488522324218746,0.095575716796875,0.7454787167968748,oversample_ablation/qwen3-8b/hotpotqa/os_4/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7566734335937498,0.10205825390625,0.7549917910156245,oversample_ablation/qwen3-8b/hotpotqa/os_5/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7440016718750003,0.1029317519531249,0.743012537109375,oversample_ablation/qwen3-8b/hotpotqa/os_5/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.7493255214843738,0.091049328125,0.7472911582031241,oversample_ablation/qwen3-8b/hotpotqa/os_5/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7487490292968756,0.093478392578125,0.74651876953125,oversample_ablation/qwen3-8b/hotpotqa/os_6/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7489215859375002,0.1023683046875,0.7468680839843752,oversample_ablation/qwen3-8b/hotpotqa/os_6/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.7527560664062496,0.0967150332031249,0.7504484296874997,oversample_ablation/qwen3-8b/hotpotqa/os_6/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7495661503906257,0.10447425390625,0.7465851640625006,oversample_ablation/qwen3-8b/hotpotqa/os_7/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7497542617187498,0.1038867128906249,0.7495256816406255,oversample_ablation/qwen3-8b/hotpotqa/os_7/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.7482986855468753,0.10446745703125,0.7470833984375004,oversample_ablation/qwen3-8b/hotpotqa/os_7/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.7503349882812502,0.099045482421875,0.7500356660156252,oversample_ablation/qwen3-8b/hotpotqa/os_8/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7453388769531242,0.09177751953125,0.7441931796874992,oversample_ablation/qwen3-8b/hotpotqa/os_8/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.7552162558593747,0.1057229453125,0.7549153281249992,oversample_ablation/qwen3-8b/hotpotqa/os_8/run_3
